tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,conversation_root_id
1007576,AppleSupport,False,Sun Oct 15 01:33:00 +0000 2017,"@358428 You've come to the right place! Is there an update in the App Store for Facebook? If so, let's install it and test, please.",1007577,1007574,1007575
1007577,358428,True,Sun Oct 15 01:51:25 +0000 2017,"@AppleSupport I have used reset phone, reset network settings, uninstalled and reinstalled app several time but no luck.FB ver 145.0",1007578,1007576,1007575
1007578,AppleSupport,False,Sun Oct 15 02:23:26 +0000 2017,@358428 Great job for what you've done so far. Please DM us the country you're in so we can look at support options. https://t.co/GDrqU22YpT,,1007577,1007575
1009296,358819,True,Sun Oct 22 18:08:05 +0000 2017,Omg. Do not upgrade your iPhone to the new iOS! What a joke. Everything crashes. @AppleSupport,"1009297,1009298,1009295",,1009296
1009295,AppleSupport,False,Sun Oct 22 18:41:55 +0000 2017,@358819 Let's work together so you can use your apps without interruption! Have you updated all your apps since updating iOS?,1009294,1009296,1009296
1009294,358819,True,Sun Oct 22 19:47:22 +0000 2017,@AppleSupport I have,1009293,1009295,1009296
1009293,AppleSupport,False,Sun Oct 22 20:35:32 +0000 2017,"@358819 If you haven't yet, restart using the steps found here: https://t.co/OWRDHWSt4h Let us know whether there is any change.",,1009294,1009296
1011517,359327,True,Sun Oct 22 05:42:03 +0000 2017,So does @115858 purposely sabotage our phones when we are almost up for an upgrade? My battery drains so fast and my charger isn’t working!,1011516,,1011517
1011516,AppleSupport,False,Sun Oct 22 13:27:28 +0000 2017,@359327 We're here to help. Have you already updated to iOS 11.0.3? Are you using the charger that came with it? Let us know in DM. https://t.co/GDrqU22YpT,1011515,1011517,1011517
1011515,359326,True,Sun Oct 22 13:29:13 +0000 2017,@AppleSupport @359327 I'm trying to download 11.0.3 but it keep saying an error has occurred,1011514,1011516,1011517
1011514,AppleSupport,False,Sun Oct 22 21:26:29 +0000 2017,"@359326 We're here to help. How are you trying to update your device, through Wi-Fi or iTunes?",,1011515,1011517
1011771,359392,True,Sat Oct 14 12:57:04 +0000 2017,@115858 como faço para melhorar o desempenho da bateria do meu IPhone 6S? #Ios11Fail,1011770,,1011771
1011770,AppleSupport,False,Sat Oct 14 14:43:01 +0000 2017,"@359392 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",,1011771,1011771
1011861,359418,True,Sat Oct 14 12:01:57 +0000 2017,#iOS11 se come literalmente la #batería de mi #iPhone6 😡. Lamentable mejora por parte de @115858 . ¿Alguna sugerencia @AppleSupport ?,1011860,,1011861
1011860,AppleSupport,False,Sat Oct 14 14:30:28 +0000 2017,@359418 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,,1011861,1011861
101274,138165,True,Thu Nov 30 17:03:48 +0000 2017,Alguien sabe pxq le pasa esto a mi nuevo iPhone X @AppleSupport @138166 ese cuadro q?😤 https://t.co/XorCuOdyUF,"101273,101275,101276",,101274
101273,AppleSupport,False,Thu Nov 30 17:23:27 +0000 2017,@138165 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,,101274,101274
1013016,359711,True,Sat Oct 14 13:18:28 +0000 2017,@AppleSupport I cannot delete photos on my IPhone 6. Help!!!,1013013,,1013016
1013013,AppleSupport,False,Sat Oct 14 14:49:00 +0000 2017,"@359711 We want to make sure you get the help you need. To confirm, are you experiencing this issue within the built-in Photos app?","1013014,1013015",1013016,1013016
1013015,359711,True,Tue Oct 17 08:16:56 +0000 2017,@AppleSupport yes!!,,1013013,1013016
1013014,359711,True,Tue Oct 17 08:20:44 +0000 2017,@AppleSupport Recently bought d iphone 6 online. Photos which i click i cannot delete afterwards. I cant even delete multiple pics at once.,1013017,1013013,1013016
1013017,AppleSupport,False,Tue Oct 17 13:17:29 +0000 2017,"@359711 Alright, thanks for the confirmation. Let's have you reach out to our Photos experts here: https://t.co/IBIY3vMgPj",,1013014,1013016
1013797,359880,True,Sun Oct 22 17:21:23 +0000 2017,@115858 #ios11 .0.3 keeps crashing my apps. Please fix bug. I will NOT be upgrading to a new iPhone if this is what I should expect.,1013795,,1013797
1013795,AppleSupport,False,Sun Oct 22 18:42:52 +0000 2017,"@359880 Thanks for contacting us, we can help you. Which apps keep crashing?",1013796,1013797,1013797
1013796,359880,True,Tue Oct 24 13:43:14 +0000 2017,"@AppleSupport Instagram, tinder, bumble, Facebook, gmail app, Texas poker",1013798,1013795,1013797
1013798,AppleSupport,False,Tue Oct 24 15:48:27 +0000 2017,@359880 We'd like to take a deeper look into this with you. DM us and we'll get started. https://t.co/GDrqU22YpT,,1013796,1013797
1017132,360657,True,Thu Oct 12 10:01:06 +0000 2017,@AppleSupport hey apple my alarm is not working on my phone i already deleted every alarm and set up one again &amp; still nit working,1017131,,1017132
1017131,AppleSupport,False,Thu Oct 12 14:19:39 +0000 2017,@360657 Good thinking on that troubleshooting. Please meet us in DM and we can work together. https://t.co/GDrqU22YpT,,1017132,1017132
1292103,360890,True,Fri Oct 27 08:05:14 +0000 2017,@AppleSupport Sorted now - another 4 hours of my life I won’t get back...🙄,,1292102,1018091
1018091,360890,True,Sun Oct 22 20:55:19 +0000 2017,@AppleSupport struggling to update to 11.03. Everything has been wiped from my phone &amp; I can't even get it to restore factory settings 😡,"1018089,1018092",,1018091
1018089,AppleSupport,False,Sun Oct 22 21:52:34 +0000 2017,@360890 We'd like to work with you. Let's take a look at this together in DM. https://t.co/GDrqU22YpT,1018090,1018091,1018091
1018090,360890,True,Sun Oct 22 22:22:25 +0000 2017,@AppleSupport DM sent.,,1018089,1018091
1018092,360890,True,Thu Oct 26 19:31:03 +0000 2017,"@AppleSupport ....and here we are again, this time with the ipad.... 
not had any problems with previous updates, so why this time???",1292102,1018091,1018091
1292102,AppleSupport,False,Thu Oct 26 20:54:00 +0000 2017,@360890 We're here to help. What's happening with your iPad?,1292103,1018092,1018091
1019633,361253,True,Sat Oct 14 15:20:45 +0000 2017,I had this phone maybe 3 months. The iphone 8 comes out and now my shit start freezing and the screen not comin on. Smh @115858,1019631,,1019633
1019631,AppleSupport,False,Sat Oct 14 16:02:28 +0000 2017,"@361253 Hi there. Allow us to help. What version of iOS is on your device? Also, what iPhone Model do you have?",1019632,1019633,1019633
1019632,361253,True,Tue Oct 17 01:42:30 +0000 2017,@AppleSupport The newest one and the iphone 7. My speaker phone dont work either. This is an outrage!,1019634,1019631,1019633
1019634,AppleSupport,False,Tue Oct 17 01:48:32 +0000 2017,@361253 Okay. Go ahead and send us a DM with the full details of what's happening with your device. We can work with you there. https://t.co/GDrqU22YpT,1019635,1019632,1019633
1019635,361253,True,Tue Oct 17 02:11:17 +0000 2017,@AppleSupport Good looks 👌🏽💯,,1019634,1019633
1020327,361437,True,Sun Oct 22 21:41:10 +0000 2017,@115858 thank you very much for screwing up my phone with this new update. I can’t keep in app open for one minute... smh,1020324,,1020327
1020324,AppleSupport,False,Sun Oct 22 22:35:31 +0000 2017,@361437 We're here to help. What happens when you try to open an app?,"1020325,1020326",1020327,1020327
1020325,361437,True,Sun Oct 22 22:37:55 +0000 2017,"@AppleSupport Every time I have an app open, it’ll exit out of the app within like 90 seconds",1020328,1020324,1020327
1020326,176402,True,Sun Oct 22 22:40:59 +0000 2017,@AppleSupport @361437 Join the club this s apples way of forcing us to upgrade to the new 8,,1020324,1020327
1020328,AppleSupport,False,Sun Oct 22 23:15:29 +0000 2017,@361437 Thank you for sharing. Let's take a closer look at this together. DM us your current iOS version and we'll continue there. https://t.co/GDrqU22YpT,,1020325,1020327
1021156,154184,True,Sat Oct 14 14:53:36 +0000 2017,"@AppleSupport can I downgrade my iOS, it’s turned my phone from Bolt to Snail...  a non-responsive mess #awful",1021155,,1021156
1021155,AppleSupport,False,Sat Oct 14 15:32:00 +0000 2017,@154184 We'd like to hear more about what's going on. Let us know in DM if you've noticed this issue with any apps in particular. https://t.co/GDrqU22YpT,1021153,1021156,1021156
1021153,154184,True,Sat Oct 14 15:45:21 +0000 2017,@AppleSupport No it’s everything this reply I type and the phone catches up in 20 seconds and just goes - it’s so bad,1021151,1021155,1021156
1021151,AppleSupport,False,Sat Oct 14 16:15:00 +0000 2017,@154184 We appreciate those details. Please send us a DM letting us know the exact iOS version you're using. https://t.co/GDrqU22YpT,1021152,1021153,1021156
1021152,154184,True,Sat Oct 14 16:17:15 +0000 2017,@AppleSupport DM’d,1021154,1021151,1021156
1021154,AppleSupport,False,Sat Oct 14 16:56:27 +0000 2017,@154184 Thank you.,,1021152,1021156
1022960,362066,True,Sat Oct 14 10:41:28 +0000 2017,@AppleSupport dnd in the auto somehow switches on during video recording in the building. Very annoying ;(,1022959,,1022960
1022959,AppleSupport,False,Sat Oct 14 14:10:46 +0000 2017,@362066 Let's look into this together. Is this after updating to iOS 11.0.3? Let us know in DM and we'll work together to get this sorted. https://t.co/GDrqU22YpT,1022958,1022960,1022960
1022958,362066,True,Sat Oct 14 15:48:15 +0000 2017,"@AppleSupport No idea when it’s started, but yes i’m running 11.0.3",1022957,1022959,1022960
1022957,AppleSupport,False,Sat Oct 14 16:37:00 +0000 2017,@362066 What's it set to in Settings &gt; Do Not Disturb &gt; Activate? Let us know in DM. https://t.co/GDrqU22YpT,,1022958,1022960
1022962,362067,True,Sat Oct 14 15:57:54 +0000 2017,@115858 my phone has been f**ked up for over three weeks now. Sort out these updates. #imgoingbacktonokia,1022961,,1022962
1022961,AppleSupport,False,Sat Oct 14 16:37:00 +0000 2017,@362067 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,1022962,1022962
103174,138697,True,Thu Nov 30 17:44:14 +0000 2017,@AppleSupport @115858 why does my battery drain so fast now on iOS 11.1.2 I lose 10% in an hour or less and I don’t even use the phone. Im at 26% now https://t.co/5TKNP5nu2r,103173,,103174
103173,AppleSupport,False,Thu Nov 30 18:03:32 +0000 2017,@138697 We know how vital the battery is and we'll help. Are you using the Apple Lightning to USB cable and power adapter to charge your iPhone? You can DM us your answer. https://t.co/GDrqU22YpT,,103174,103174
1033204,364446,True,Sat Oct 14 17:08:54 +0000 2017,"@AppleSupport
recently got the iPad 2017. Read a lot of eBooks. However, since iOS 11 update, Foxit reader frequently crashes! Help fix it.",1033202,,1033204
1033202,AppleSupport,False,Sat Oct 14 18:02:24 +0000 2017,@364446 Thanks for reaching out. We want to ensure that the FoxIt Reader is up-to-date. Try these steps: https://t.co/fUZ0NRJxcn https://t.co/GDrqU22YpT,"1033201,1033203",1033204,1033204
1033201,364446,True,Sat Oct 14 18:06:19 +0000 2017,@AppleSupport I have tried all the mentioned steps. It still randomly crashes. Also unable to send feedback to foxit due to in-app bug.,1033200,1033202,1033204
1033203,364446,True,Sat Oct 14 18:07:20 +0000 2017,@AppleSupport My iOS version is 11.0.3. All apps on my iPad is updated to the latest version.,,1033202,1033204
1033200,AppleSupport,False,Sat Oct 14 18:27:00 +0000 2017,@364446 Let's go into DM so we can talk about it together. https://t.co/GDrqU22YpT,,1033201,1033204
1048031,367707,True,Sat Oct 14 19:06:06 +0000 2017,@115858 when I do screenshots and go back to my album it’s all white? Whats wrong with my phone?,1048030,,1048031
1048030,AppleSupport,False,Sat Oct 14 19:25:00 +0000 2017,@367707 Let's help figure out why. Does this happen with multiple screenshots you take? Have you tried rebooting to see if that helps?,1048028,1048031,1048031
1048028,367707,True,Sat Oct 14 19:44:42 +0000 2017,@AppleSupport I’ve tried and yes it’s like multiple screen shots. What else could I do? I’ve only just got the iphone8 like two weeks ago :( thanks btw,1048026,1048030,1048031
1048026,AppleSupport,False,Sat Oct 14 19:55:00 +0000 2017,@367707 What app are we taking screenshots of?,1048027,1048028,1048031
1048027,367707,True,Sun Oct 15 10:52:57 +0000 2017,@AppleSupport It’s on insta and Snapchat,1048029,1048026,1048031
1048029,AppleSupport,False,Sun Oct 15 14:29:31 +0000 2017,"@367707 We want to be sure we're isolating the issue. Are you able to take screenshots in Apple apps, Messages or Safari? Please DM us. https://t.co/GDrqU22YpT",,1048027,1048031
1049031,367927,True,Sat Nov 25 17:32:50 +0000 2017,"@AppleSupport hi, I am having problems with the Bluetooth when talking in the car, tried my old phone and it works fine. Any ideas how to fix it.",1049030,,1049031
1049030,AppleSupport,False,Sat Nov 25 17:41:30 +0000 2017,@367927 We're here for you. What iPhone are you using and what happens when you try to use Bluetooth in the car?,1049028,1049031,1049031
1049028,367927,True,Sat Nov 25 17:44:50 +0000 2017,"@AppleSupport It’s an iPhone 7, get a bad reception",1049026,1049030,1049031
1049026,AppleSupport,False,Sat Nov 25 17:51:28 +0000 2017,@367927 Can you let us know which version of the iOS you're running? You can check by tapping Settings &gt; General &gt; About.,1049027,1049028,1049031
1049027,367927,True,Sat Nov 25 17:52:30 +0000 2017,@AppleSupport 11.1.2,1049029,1049026,1049031
1049029,AppleSupport,False,Sat Nov 25 18:06:30 +0000 2017,@367927 Thanks for that info. We'd be happy to look into this with you further. DM us using the link below and we'll go from there. https://t.co/GDrqU22YpT,,1049027,1049031
1052199,340170,True,Sat Oct 14 11:11:03 +0000 2017,@AppleSupport I am again having problems with the music app. I’ve uninstalled it and installed it again. It’s still not working,1052198,,1052199
1052198,AppleSupport,False,Sat Oct 14 14:17:01 +0000 2017,"@340170 We’ve got you covered. What’s happening with your Music app? Also, were you able to update your iOS to 11.0.3?",1052197,1052199,1052199
1052197,340170,True,Sat Oct 14 20:26:17 +0000 2017,@AppleSupport It’s just a white screen. It’s updated to 11.0.3,1052196,1052198,1052199
1052196,AppleSupport,False,Sat Oct 14 20:31:26 +0000 2017,@340170 Thanks for that info. DM us &amp; let us know if you've tried any other steps &amp; we'll go from there. https://t.co/GDrqU22YpT,,1052197,1052199
105342,139263,True,Thu Nov 30 18:19:22 +0000 2017,"@AppleSupport pairing an apple watch is the most frustrating thing in the world, i feel like breaking the damn phone and watch. Taken 3 hours already and the stupid piece of crap still not working #hatethisdamnshit",105341,,105342
105341,AppleSupport,False,Thu Nov 30 18:35:14 +0000 2017,"@139263 You’ve come to the right place. We’re happy to help get you iPhone and Apple Watch paired. Send us a DM telling us which Apple Watch model you have, the iPhone we’re working with, and the iOS version number on the iPhone. https://t.co/GDrqU22YpT",,105342,105342
1053639,368955,True,Mon Oct 23 09:55:09 +0000 2017,Open Calculator on your iOS 11 device and try to quickly calculate 1 + 2 + 3. You'll end up with 23 instead of 6. iOS 👌👌👌,"1053640,1053637",,1053639
1053637,AppleSupport,False,Mon Oct 23 14:57:12 +0000 2017,@368955 We'd like to look into this. Send us a DM to continue. https://t.co/GDrqU22YpT,1053638,1053639,1053639
1053638,368956,True,Tue Oct 24 04:48:14 +0000 2017,@AppleSupport @368955 Haha just try it.. nuff said. I even did it kind of slow and it still happened even on multiple tries...😜🤔,,1053637,1053639
105434,139291,True,Fri Dec 01 00:11:35 +0000 2017,@AppleSupport It’s usually a site trying to process a payment. I’m on High Sierra.,105436,105433,105435
105436,AppleSupport,False,Fri Dec 01 00:26:00 +0000 2017,@139291 Have you tried to clear your Safari history yet? Our website here explains how: https://t.co/SQ4Lne7fmo,,105434,105435
105435,139291,True,Thu Nov 30 17:44:42 +0000 2017,"@AppleSupport Safari on MacOS needs some serious work. I have some websites that won't function et'all on Safari. Most recent, a payment to my IPTV service may have been lost because Safari wouldn't load.",105433,,105435
105433,AppleSupport,False,Thu Nov 30 18:18:26 +0000 2017,"@139291 We'd love to help you with Safari. Can you tell us more details of what's happening with the websites? Are some websites not loading at all? Also, what's the version of macOS installed?",105434,105435,105435
1058940,370011,True,Mon Oct 23 03:51:20 +0000 2017,@115858 where the fuck did my 4000 photos go https://t.co/v6zHWEAEhM,1058939,,1058940
1058939,AppleSupport,False,Mon Oct 23 12:35:29 +0000 2017,@370011 We know how priceless your photos are and can get you help. Contact our Applications Team through https://t.co/IBIY3vMgPj,,1058940,1058940
1060559,370399,True,Mon Oct 23 04:01:41 +0000 2017,"Dear @115858 can you fix iOS 11? My iPhone is trash now. Thank you, a loyal customer ready to switch","1060558,1060560",,1060559
1060558,370400,True,Mon Oct 23 05:12:59 +0000 2017,@370399 @115858 So i shouldn't update my phone then??,1060557,1060559,1060559
1060557,370399,True,Mon Oct 23 05:16:40 +0000 2017,"@370400 @115858 No, it’s slow, it freezes, and my battery dies  so fast! Not worth it at all. I haven’t heard anyone have a good experience with it yet",1060555,1060558,1060559
1060555,370398,True,Mon Oct 23 05:52:22 +0000 2017,@370399 @370400 @115858 My battery has been awful since I updated it. My screen becomes unresponsive all the time too,1060553,1060557,1060559
1060560,AppleSupport,False,Mon Oct 23 12:39:29 +0000 2017,@370399 We'd like to help sort out any issues you're experiencing. Please DM us and let us know exactly what's going on. https://t.co/GDrqU22YpT,,1060559,1060559
1060553,AppleSupport,False,Mon Oct 23 13:08:07 +0000 2017,@370398 We'd be happy to help. How long does your battery last from a full charge? Does the phone freeze in specific apps/services?,1060554,1060555,1060559
1060554,370398,True,Mon Oct 23 18:14:00 +0000 2017,@AppleSupport Freezes while on instagram and when I press the home button. My battery life has decreased by atleast a 2 hour span since updating.,1060556,1060553,1060559
1060556,AppleSupport,False,Mon Oct 23 18:23:00 +0000 2017,@370398 Send us a DM and let us know what version of iOS 11 you're running. We'll continue there. https://t.co/GDrqU22YpT,,1060554,1060559
1062212,370801,True,Mon Oct 23 08:37:36 +0000 2017,@AppleSupport anything on whatsapp notifications problem or lets say bug?,1062211,,1062212
1062211,AppleSupport,False,Mon Oct 23 13:34:01 +0000 2017,@370801 We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT,,1062212,1062212
1064907,133186,True,Mon Oct 23 12:34:12 +0000 2017,This is the lock screen on my iPhone. Where’s the clock n date gone? IOS 11.0.3  @AppleSupport https://t.co/fp8TXZikwS,1064905,,1064907
1064905,AppleSupport,False,Mon Oct 23 14:25:04 +0000 2017,@133186 Thanks for reaching out. Does restarting bring your date and time back?,1064906,1064907,1064907
1064906,133186,True,Mon Oct 23 16:14:45 +0000 2017,@AppleSupport Yep! But why does it disappear is the question? 🤔,1064908,1064905,1064907
1064908,AppleSupport,False,Mon Oct 23 16:40:00 +0000 2017,@133186 Let's take a deeper look together.  Feel free to DM us and we'll take it from there: https://t.co/GDrqU22YpT,,1064906,1064907
1064962,371436,True,Mon Oct 23 11:38:46 +0000 2017,"How is this possible @AppleSupport, I have an Apple iPhone charger and an Apple cable ? Why won't it charge ? https://t.co/5dktjIWoLh",1064961,,1064962
1064961,AppleSupport,False,Mon Oct 23 14:16:54 +0000 2017,@371436 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,,1064962,1064962
1065821,371641,True,Fri Oct 20 13:07:07 +0000 2017,I woke up ten minutes before I leave to catch the train then my phone wasn’t working but a nice lady from the station might get me an apartment in Brooklyn so hey,1065820,,1065821
1065820,371641,True,Fri Oct 20 13:11:45 +0000 2017,Hey @AppleSupport my phone alarm didn’t make a sound for a full hour why are you trying to ruin my life,1065819,1065821,1065821
1065819,AppleSupport,False,Fri Oct 20 15:11:01 +0000 2017,@371641 We understand depending on our alarms and we want to help. Click the DM link and let us know the exact iOS version to begin. https://t.co/GDrqU22YpT,1065818,1065820,1065821
1065818,371641,True,Mon Oct 23 12:59:19 +0000 2017,@AppleSupport Broken again! Fix your software that’s breaking everyone’s phones and you can spend less time giving support 🤷🏻‍♀️,1065816,1065819,1065821
1065816,AppleSupport,False,Mon Oct 23 14:38:44 +0000 2017,@371641 We're here to help.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,1065817,1065818,1065821
1065817,371641,True,Mon Oct 23 14:39:30 +0000 2017,@AppleSupport It didn’t help last time 🤷🏻‍♀️,,1065816,1065821
1067817,371980,True,Mon Oct 23 14:41:21 +0000 2017,"@118845 I bought a pair of beatsx 6 months ago. I love them- use them everyday all day. All the sudden, they won’t turn on. Little help?",1067815,,1067817
1067815,AppleSupport,False,Mon Oct 23 15:24:33 +0000 2017,@371980 Of course we can help. How long have they been left on charge? Have you tried a different Lightning cable?,1067816,1067817,1067817
1067816,371980,True,Mon Oct 23 17:43:51 +0000 2017,@AppleSupport Tried two lightning cables. The light doesn’t light up for charging either.,1067818,1067815,1067817
1067818,AppleSupport,False,Mon Oct 23 18:15:09 +0000 2017,"@371980 Have you tried to reset them yet? 
https://t.co/2k1AZSSanv",1067819,1067816,1067817
1067819,371980,True,Mon Oct 23 19:17:34 +0000 2017,@AppleSupport Won’t respond - tried it a few times,1067820,1067818,1067817
1067820,AppleSupport,False,Mon Oct 23 19:36:00 +0000 2017,"@371980 Got it. DM us, and we can look into this deeper. https://t.co/GDrqU22YpT",,1067819,1067817
1071237,372794,True,Mon Oct 23 15:49:13 +0000 2017,@AppleSupport Not able to call or talk to people on my iPhone 7+... is this due to the iOS 11?,1071235,,1071237
1071235,AppleSupport,False,Mon Oct 23 16:10:09 +0000 2017,@372794 Let's look into this together so we can get your cellular features working again. Do you have signal bars? Have you restarted?,1071236,1071237,1071237
1071236,372794,True,Mon Oct 23 16:12:09 +0000 2017,@AppleSupport I have a signal bar. Reset it once and it worked for a bit...reset it again and then it took 20 min to come back on.,1071238,1071235,1071237
1071238,AppleSupport,False,Mon Oct 23 16:44:53 +0000 2017,@372794 Let's see if you have a carrier update available. This link helps with how to check: https://t.co/bfoi2mhtX3,1071239,1071236,1071237
1071239,372794,True,Mon Oct 23 17:09:56 +0000 2017,@AppleSupport No update available,1071240,1071238,1071237
1071240,AppleSupport,False,Mon Oct 23 17:39:01 +0000 2017,@372794 Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,,1071239,1071237
1073811,373365,True,Mon Oct 23 16:17:37 +0000 2017,.  @AppleSupport  I have not been able to update a single App on my iPhone or iPad since downloading the last iOS update.  How do fix this?,"1073813,1073809,1073814",,1073811
1073809,AppleSupport,False,Mon Oct 23 16:41:42 +0000 2017,@373365 We can help. Which version of iOS 11 are your iPhone and iPad on currently?,1073810,1073811,1073811
1073810,373365,True,Mon Oct 23 16:44:46 +0000 2017,@AppleSupport Yay!  Both are running iOS 11.0.3. iPhone is 7+ &amp; iPad is iPad Air2,1073812,1073809,1073811
1073812,AppleSupport,False,Mon Oct 23 17:18:00 +0000 2017,"@373365 Got it, thanks. So that we can look into this a bit further, use the link below to DM us. https://t.co/GDrqU22YpT",,1073810,1073811
1073816,373366,True,Mon Oct 23 16:17:29 +0000 2017,@115858 you guys are really terrible. Not the service we came to respect. Bluetooth is horrible and the pixel is looking like a change 4 me,1073815,,1073816
1073815,AppleSupport,False,Mon Oct 23 16:40:00 +0000 2017,@373366 What kind of issues are you having with Bluetooth? Let us know so we can help.,,1073816,1073816
1075419,373730,True,Mon Oct 23 16:17:43 +0000 2017,"Anybody else facing Airdrop issues on iPhone 7? #io11 

@115858 @AppleSupport",1075415,,1075419
1075415,AppleSupport,False,Mon Oct 23 16:45:30 +0000 2017,"@373730 Let’s sort this out together. Give us some details on the issues you’re noticing, and we’ll take it from there.","1075416,1075417,1075418",1075419,1075419
1075417,373730,True,Mon Oct 23 16:49:32 +0000 2017,@AppleSupport Difficult to connect to other phones through Airdrop. The available devices do not appear all the time.,,1075415,1075419
1075418,373730,True,Mon Oct 23 16:50:59 +0000 2017,"@AppleSupport On selecting and sending the files via Airdrop, a processing dialogue is shown, soon after which the phone automatically returns to home+",,1075415,1075419
1075416,373730,True,Mon Oct 23 16:52:39 +0000 2017,"@AppleSupport without sending the files, and the process has to be repeated. The success rate of sending large number of files is low.",1075420,1075415,1075419
1075420,AppleSupport,False,Mon Oct 23 17:24:46 +0000 2017,"@373730 Thanks for providing that info. To be sure we’re on the same page, can you tell us the version of iOS 11 your iPhone is on?",1075421,1075416,1075419
1075421,373730,True,Mon Oct 23 17:40:46 +0000 2017,"@AppleSupport Ofcourse, it is iOS 11.0.3",,1075420,1075419
1077366,374180,True,Sun Oct 15 00:49:48 +0000 2017,@115858 ios 11 fucked up my phone im mad fuck this,1077365,,1077366
1077365,AppleSupport,False,Sun Oct 15 01:13:51 +0000 2017,"@374180 We can offer some assistance. To get started, which iPhone are you using and which version of iOS is it running?",,1077366,1077366
1078558,374424,True,Mon Oct 23 23:01:25 +0000 2017,@AppleSupport hi any idea how I can move a ringtone from old iPhone 6 to new iPhone 6s? Used to be able to use iTunes but no longer,1078556,,1078558
1078556,AppleSupport,False,Mon Oct 23 23:13:00 +0000 2017,@374424 We'll do what we can to help you. Was the ringtone purchased from the iTunes Store?,"1078555,1078557",1078558,1078558
1078557,377495,True,Mon Oct 23 23:14:28 +0000 2017,@AppleSupport Please update IOS 11 and fix the bugs I can’t update my contacts and now my Touch ID don’t work?,1091349,1078556,1078558
