conversation_root_id,tweet_id,customer_text,intent,escalate_flag,notes
1646270,1646270,@115858 please get your shit together....... ever since I️ updated my phone my apps won’t work &amp; my phone keeps freezing... I’ve never been so dissatisfied,app_subscription,yes,Ambiguous query. Prioritized 'app_subscription' based on primary customer need. | 3rd party or native app specific issue | Escalation: High frustration/churn threat
2873176,2873176,@AppleSupport Where to Check for what is still in restore please? No details for making the ‘cancel’ call. Been ‘restoring’ for over 24 hrs. https://t.co/4NVMOVTmei,software_bug,yes,General iOS software bug | Escalation: Already tried troubleshooting
1276229,1276229,The new iOS is slowly but surely killing my phone. @115858 smart move to get us to buy the new phone! #FirstWorldProblems,software_bug,no,iOS update glitch
1840833,1840833,".@115858 ever since I updated my iPhone my alarms aren’t working. At 1st I thought I was turning them off in my sleep, but NO, they’re broken",software_bug,no,iOS update glitch
1928033,1928033,@AppleSupport do you know why Apple Pay payments made via watch don’t show in the recent transactions?,app_subscription,no,3rd party or native app specific issue
1484964,1484964,Alguien sabe pxq le pasa esto a mi nuevo iPhone X @AppleSupport @138166 ese cuadro q?😤 https://t.co/XorCuOdyUF,software_bug,yes,General iOS software bug | Escalation: High frustration/churn threat
2213760,2213760,@490863 @AppleSupport Did Apple support fix your problem? I’m having the same issues and I would like to know what I can do to fix it.,software_bug,no,General iOS software bug
1405108,1405108,@AppleSupport I have 5s phone which is hang since today morning. Please help. https://t.co/WjDQBg9CPW,software_bug,no,General iOS software bug
2099710,2099710,@AppleSupport hi how do i sort this out when i cant remember the email used. I know the password but cant remember the email cheers https://t.co/djszKFANiG,account_security,no,Account recovery/login issue
2470776,2470776,"Hey @AppleSupport how do I turn off that stupid little photo that appears in the corner when you take a screenshot? I hate it, its annoying",software_bug,no,Ambiguous query. Prioritized 'software_bug' based on primary customer need. | General iOS software bug
1415694,1415694,@AppleSupport hello. are we expecting to have fix of keyboard soon ? because it s start to drive me crasy (on 11.0.2 and 11.1 bêta),software_bug,no,Notorious iOS 11 keyboard/character bug
2441951,2441951,@AppleSupport any clue on this https://t.co/64vlHO1SUt,software_bug,no,General iOS software bug
1829923,1829923,@115858 my shit is up to date and it’s being slow and i feel like I’m on my 4 so why Apple ?? Why is it that i bought an 8 plus and it works like a 4 ?,software_bug,no,iOS update glitch
894229,894229,"Hey @AppleSupport   Really appreciate the reduced battery life with #ios11  At the rate you’re going, the iPhone won’t be a mobile phone anymore. Constantly on the charger. 😣",battery_hardware,no,Ambiguous query. Prioritized 'battery_hardware' based on primary customer need. | Battery drain/charging issue
1800247,1800247,@115858 u keep saying to update my phone. Now my texts are screwed if I use a “-“......and only half a message gets sent. Stupid,software_bug,no,iOS update glitch
1007963,1007963,@115858 your iOS update is terrible. Made bluetooth everything ridiculously slow. Not happy.,connectivity,no,Ambiguous query. Prioritized 'connectivity' based on primary customer need. | Bluetooth pairing/connection
1056586,1056586,@AppleSupport my iphone 7 is getting very hot since i upgraded to 11.0.2 🤔🤔 is that normal,battery_hardware,no,Ambiguous query. Prioritized 'battery_hardware' based on primary customer need. | Hardware overheating/safety
1627993,1627993,Updated my phone and still seeing black boxed 🙄 annoying af @115858,software_bug,yes,iOS update glitch | Escalation: Already tried troubleshooting
1581451,1581451,Can we get this bug fixed so i can write something without these weird characters? Highly annoying. ( I️ ) @AppleSupport @115858,software_bug,no,Notorious iOS 11 keyboard/character bug
2402170,2402170,"@AppleSupport Yeah, i tried that but it didn’t work. Someone from AT&amp;T figured out a way for a temporary fix til they fix their network. Thanks tho",connectivity,yes,Cellular/network service issue | Escalation: Already tried troubleshooting
1230107,1230107,OK ever since i got the new update my phone glitches like a mf and it doesn’t vibrate when i get notifs get it 2gether @115858,software_bug,no,UI freeze/crash/lag
1922579,1922579,"@115858 / @AppleSupport high Sierra has memory leaks on WindowServer process, any performance update scheduled soon to fix this problem?",software_bug,no,iOS update glitch
2274438,2274438,@115858 @AppleSupport you think people have money to keep buying these new phones I’m at the 8+ and my phone tripping. I’m done 😡,software_bug,yes,General iOS software bug | Escalation: High frustration/churn threat
1622355,1622355,Umm yeah @AppleSupport can y’all fix this i issue please... its been 3 days now. And im tired of my i’s being typed as A’s.....,software_bug,yes,Notorious iOS 11 keyboard/character bug | Escalation: High frustration/churn threat
1871231,1871231,"@115948 @AppleSupport hey guys, we've applied to Apple Music Connect but haven't heard back - what is your turnaround time? Cheers",app_subscription,no,Apple Music/iTunes issue
2099307,2099307,@AppleSupport iOS 11.1.2...I’m guessing about a month ago.,software_bug,no,iOS update glitch
1919864,1919864,"@116333 why is iCloud Drive so slow to sync? I’ve had to drive from work to home today, then later from home to work to copy to usb 👎🏻",app_subscription,no,iCloud sync/storage issue
1119531,1119531,"@115858  hello, There is an issue on iPhone look at the pictures. The lift part is empty. iOS 11.0.3 https://t.co/tA4WdAxkRI",software_bug,no,iOS update glitch
2359487,2359487,"@AppleSupport How to fix ""No Service"" in ios 11.1.2 in iphone 6s fix bugs....",connectivity,no,Ambiguous query. Prioritized 'connectivity' based on primary customer need. | Cellular/network service issue
1486772,1486772,@760198 @AppleSupport 😃,software_bug,no,General iOS software bug
1230103,1230103,Dear @115858 your flagship iPhone 8 on the newest OS is buggy as hell. Please fix. I’m tired of restarting my phone to fix small OS hiccups.,software_bug,yes,General iOS software bug | Escalation: High frustration/churn threat
1165275,1165275,@AppleSupport @115858 @216188 https://t.co/8MhtcgFAKU,software_bug,no,General iOS software bug
1083884,1083884,I SHOULD HAVE NEVER UPDATED MY IPHONE IT KEEPS FUCKEN TURNING OFF WTF @AppleSupport,software_bug,yes,iOS update glitch | Escalation: High frustration/churn threat
926295,926295,@AppleSupport has to be the worst when it comes to responding to customers! @116333,software_bug,yes,General iOS software bug | Escalation: High frustration/churn threat
955009,955009,Worthless piece of shit @115858 where is my damn scientific calculator???? #upgradesshouldmakeitworkBETTER,software_bug,no,General iOS software bug
2764102,2764102,@115858 y tf y'all won't update my phone y'all got my phone turning black and glitching,software_bug,no,UI freeze/crash/lag
1344406,1344406,"@AppleSupport Hello teamApple, order number W421888395, I need to talk urgently about delivering this order nearby, ur phone is not dialin",software_bug,no,General iOS software bug
1276226,1276226,@AppleSupport when do you think ios will have a function to delete cache apps? It is very useful to save memory in devices with low memory capacity,app_subscription,no,3rd party or native app specific issue
2470762,2470762,Ayee @115858 will you all have another update available because there’s a problem,software_bug,no,iOS update glitch
1134015,1134015,Anyone else having problems accessing 'free' wifi @115858 iPhone5se on @118101 since 'security recommendations' message started popping up!!,connectivity,no,Ambiguous query. Prioritized 'connectivity' based on primary customer need. | WiFi connectivity drop
2867055,2867055,If @115858 corrects my “I” to [?] one more time... GET YOUR SHIT TOGETHER,software_bug,no,Notorious iOS 11 keyboard/character bug
990423,990423,Whyyyy is  @115858 so glitchy - can’t even send sms,software_bug,no,UI freeze/crash/lag
2213764,2213764,@AppleSupport Is an update coming that’s going to make my phone work the way it did before the iOS 11 update? I had a perfectly good phone until that update and now it’s slow and the battery is constantly dying.,battery_hardware,no,Ambiguous query. Prioritized 'battery_hardware' based on primary customer need. | Battery drain/charging issue
2733857,2733857,What the hell is going on with this #iOS11 update now I can’t even switch from app 2 app without my phone freezing on me @115858 fix this 😡,app_subscription,yes,Ambiguous query. Prioritized 'app_subscription' based on primary customer need. | 3rd party or native app specific issue | Escalation: High frustration/churn threat
2441914,2441914,@115858 when are y’all fixing this bug that came with your new update?! 💁🏿‍♂️💁🏿‍♂️💁🏿‍♂️,software_bug,no,iOS update glitch
1509012,1509012,Why is @115858 playin me tho... where tf is my “I”at?! I just spent $800 on this phone and shit.. fix it please 😒🙄,software_bug,no,Notorious iOS 11 keyboard/character bug
2493392,2493392,My fuckin music pauses when I get a snap and it’s driving me crazy.  @124423 @917 @AppleSupport y’all need to get it together,app_subscription,no,Apple Music/iTunes issue
864571,864571,@AppleSupport Iphone7. It happened after the release of the update (still on ios11). I updated to fix and the problems persisted. The camera &amp; phone work intermittently. Video is on a loop - camera resets. FaceTime &amp; Phone calls won’t connect.,software_bug,yes,Ambiguous query. Prioritized 'software_bug' based on primary customer need. | iOS update glitch | Escalation: High frustration/churn threat
2190135,2190135,I️ need to fix this iPhone thing. I️ can’t stand I️t. I️ am so angry. I️ don’t know how to. I️ before e except after I️. Our film had lots of c g I️. I️ love you all. I️ am back.,software_bug,no,Notorious iOS 11 keyboard/character bug
2962386,2962386,"@AppleSupport beyond upset, frustrated after extreme effort to pre-order iPhone X, Nov3 delivery has past! no phone!!! UPS says your fault",software_bug,yes,General iOS software bug | Escalation: High frustration/churn threat
1759600,1759600,@115858 New iPhone 8 burnt my finger last night. 2 x attempts with customer service and not resolved. A potentially dangerous product. https://t.co/vg3lUYMnOQ,battery_hardware,yes,Hardware overheating/safety | Escalation: Repeated support attempts
1618239,1618239,@AppleSupport attempting to redeem the plotagraph+ app from the apple store app and it’s saying the code isn’t valid? https://t.co/v7ZjMD0Hbu,app_subscription,no,3rd party or native app specific issue
2274433,2274433,@AppleSupport the update has completely messed up my iPhone SE which I’ve only had for about 6 weeks. Can anyone help me with this?,software_bug,no,iOS update glitch
